Date,VIX
2011-06-15,0.5894317821233618
2011-06-16,0.7135625431698951
2011-06-17,0.6376549002279668
2011-06-20,0.4766215589227954
2011-06-21,0.3796213012090331
2011-06-22,0.35168010515915143
2011-06-23,0.42271963725890316
2011-06-24,0.5890576423135255
2011-06-27,0.5435497516735229
2011-06-28,0.4187484904845265
2011-06-29,0.3
2011-06-30,0.3
2011-07-01,0.3
2011-07-05,0.3
2011-07-06,0.3
2011-07-07,0.3
2011-07-08,0.3
2011-07-11,0.3670043034419195
2011-07-12,0.526211316812737
2011-07-13,0.5327722521271993
2011-07-14,0.630894740797427
2011-07-15,0.49666222409613725
2011-07-18,0.6548490038758181
2011-07-19,0.46557614433661837
2011-07-20,0.45483323760321237
2011-07-21,0.3
2011-07-22,0.3
2011-07-25,0.490905157388933
2011-07-26,0.5914211744031008
2011-07-27,0.9030318348663569
2011-07-28,0.9895011388711913
2011-07-29,1.1569107252797135
2011-08-01,0.9758123704814641
2011-08-02,1.0993358768469517
2011-08-03,0.9402422175306349
2011-08-04,1.5
2011-08-05,1.5
2011-08-08,1.5
2011-08-09,1.5
2011-08-10,1.5
2011-08-11,1.5
2011-08-12,1.5
2011-08-15,1.4213284587424804
2011-08-16,1.478682630589314
2011-08-17,1.3705602226090328
2011-08-18,1.5
2011-08-19,1.5
2011-08-22,1.5
2011-08-23,1.5
2011-08-24,1.5
2011-08-25,1.5
2011-08-26,1.4391837634351825
2011-08-29,1.2301441884344206
2011-08-30,1.2593688582005265
2011-08-31,1.1756725397394632
2011-09-01,1.1802385412142773
2011-09-02,1.2932039440103558
2011-09-06,1.4559915323840773
2011-09-07,1.2369760604931876
2011-09-08,1.279862020665014
2011-09-09,1.4964110024371056
2011-09-12,1.47913910867854
2011-09-13,1.3716223476987917
2011-09-14,1.2368785304658076
2011-09-15,1.0902588252384526
2011-09-16,1.033011157320288
2011-09-19,1.1189379598723028
2011-09-20,1.1193173306470166
2011-09-21,1.3382706673815834
2011-09-22,1.5
2011-09-23,1.4956876842904459
2011-09-26,1.369695795670189
2011-09-27,1.293512148310389
2011-09-28,1.4381917272651898
2011-09-29,1.3186987289828642
2011-09-30,1.4909300690118843
2011-10-03,1.5
2011-10-04,1.3543850809656868
2011-10-05,1.2104643776132695
2011-10-06,1.1350425546339276
2011-10-07,1.124853446984294
2011-10-10,0.9817570921361451
2011-10-11,0.9706562931188871
2011-10-12,0.8982379227400521
2011-10-13,0.8713250003750588
2011-10-14,0.763479764487897
2011-10-17,0.9809190521139015
2011-10-18,0.8994466184517116
2011-10-19,1.017727612357971
2011-10-20,1.0270830268685622
2011-10-21,0.8775494638287069
2011-10-24,0.7884993396090587
2011-10-25,0.9102931627426661
2011-10-26,0.8088966508760148
2011-10-27,0.6231497459222451
2011-10-28,0.5835022718630769
2011-10-31,0.8098129646858423
2011-11-01,1.0070648172311119
2011-11-02,0.9189022824616151
2011-11-03,0.8232136571910156
2011-11-04,0.8067811663395088
2011-11-07,0.7917329428253571
2011-11-08,0.6919456157625247
2011-11-09,1.0465525626865655
2011-11-10,0.9049262579529798
2011-11-11,0.7888904791133325
2011-11-14,0.8313717403382572
2011-11-15,0.8329955516163917
2011-11-16,0.9235916464573983
2011-11-17,0.9603939104617826
2011-11-18,0.8553949707589155
2011-11-21,0.8892641345682968
2011-11-22,0.8486015547390376
2011-11-23,0.9264704389667838
2011-11-25,0.9427444402351883
2011-11-28,0.8461689556099743
2011-11-29,0.7847796998421938
2011-11-30,0.6697972070980981
2011-12-01,0.652899923263801
2011-12-02,0.6558696459949642
2011-12-05,0.6672103027605734
2011-12-06,0.6772979908280664
2011-12-07,0.6972992266129292
2011-12-08,0.7722416157349166
2011-12-09,0.6019060262371598
2011-12-12,0.5721542699441158
2011-12-13,0.5605144502786613
2011-12-14,0.5846695772559815
2011-12-15,0.5460019425640323
2011-12-16,0.5116180483775215
2011-12-19,0.5357851982046072
2011-12-20,0.4657956426368984
2011-12-21,0.39200123343208004
2011-12-22,0.38009338642216917
2011-12-23,0.361970973696901
2011-12-27,0.40923575051686134
2011-12-28,0.4738646213660881
2011-12-29,0.43741566816761634
2011-12-30,0.46713375131537854
2012-01-03,0.4485888486304446
2012-01-04,0.4169418506041076
2012-01-05,0.38567971869156853
2012-01-06,0.35005396379235654
2012-01-09,0.36735579266836893
2012-01-10,0.351034997132419
2012-01-11,0.3650194209617682
2012-01-12,0.34012407249239507
2012-01-13,0.3573575319791922
2012-01-17,0.40948725779554834
2012-01-18,0.35398772835470504
2012-01-19,0.31095422454120436
2012-01-20,0.3
2012-01-23,0.3
2012-01-24,0.3
2012-01-25,0.3
2012-01-26,0.3
2012-01-27,0.3
2012-01-30,0.3
2012-01-31,0.3
2012-02-01,0.3
2012-02-02,0.3
2012-02-03,0.3
2012-02-06,0.3
2012-02-07,0.3
2012-02-08,0.3
2012-02-09,0.3
2012-02-10,0.3443685601076937
2012-02-13,0.3
2012-02-14,0.3
2012-02-15,0.356433992159213
2012-02-16,0.3
2012-02-17,0.3
2012-02-21,0.3
2012-02-22,0.3
2012-02-23,0.3
2012-02-24,0.3
2012-02-27,0.3
2012-02-28,0.3
2012-02-29,0.3
2012-03-01,0.3
2012-03-02,0.3
2012-03-05,0.3
2012-03-06,0.34846346749822976
2012-03-07,0.3
2012-03-08,0.3
2012-03-09,0.3
2012-03-12,0.3
2012-03-13,0.3
2012-03-14,0.3
2012-03-15,0.3
2012-03-16,0.3
2012-03-19,0.3
2012-03-20,0.3
2012-03-21,0.3
2012-03-22,0.3
2012-03-23,0.3
2012-03-26,0.3
2012-03-27,0.3
2012-03-28,0.3
2012-03-29,0.3
2012-03-30,0.3
2012-04-02,0.3
2012-04-03,0.3
2012-04-04,0.3
2012-04-05,0.3
2012-04-09,0.3
2012-04-10,0.3488035284026738
2012-04-11,0.332971741318989
2012-04-12,0.3
2012-04-13,0.3131695958131293
2012-04-16,0.31240891496712864
2012-04-17,0.3
2012-04-18,0.3
2012-04-19,0.3
2012-04-20,0.3
2012-04-23,0.3
2012-04-24,0.3
2012-04-25,0.3
2012-04-26,0.3
2012-04-27,0.3
2012-04-30,0.3
2012-05-01,0.3
2012-05-02,0.3
2012-05-03,0.3
2012-05-04,0.3
2012-05-07,0.3
2012-05-08,0.3
2012-05-09,0.326631259406374
2012-05-10,0.3
2012-05-11,0.3174003209567805
2012-05-14,0.39873368861732944
2012-05-15,0.40218342907845256
2012-05-16,0.41378668813112573
2012-05-17,0.50501490913113
2012-05-18,0.5289897405523304
2012-05-21,0.3986397163315645
2012-05-22,0.41756661485654695
2012-05-23,0.4104037615291256
2012-05-24,0.3762585570289089
2012-05-25,0.3843429851279735
2012-05-29,0.352409248947103
2012-05-30,0.4823850874459216
2012-05-31,0.4779974304387179
2012-06-01,0.5870106661128746
2012-06-04,0.5627722168652473
2012-06-05,0.5004514287940053
2012-06-06,0.3922632018333374
2012-06-07,0.37289013647505076
2012-06-08,0.35120891903218265
2012-06-11,0.4499507951758611
2012-06-12,0.38655643337290324
2012-06-13,0.4788476983587932
2012-06-14,0.36772650005511953
2012-06-15,0.343608222479739
2012-06-18,0.3
2012-06-19,0.3
2012-06-20,0.3
2012-06-21,0.3007044059136404
2012-06-22,0.3
2012-06-25,0.3139855349021131
2012-06-26,0.3
2012-06-27,0.3
2012-06-28,0.3
2012-06-29,0.3
2012-07-02,0.3
2012-07-03,0.3
2012-07-05,0.3
2012-07-06,0.3
2012-07-09,0.3
2012-07-10,0.3
2012-07-11,0.3
2012-07-12,0.3
2012-07-13,0.3
2012-07-16,0.3
2012-07-17,0.3
2012-07-18,0.3
2012-07-19,0.3
2012-07-20,0.3
2012-07-23,0.3
2012-07-24,0.32057096992517103
2012-07-25,0.3
2012-07-26,0.3
2012-07-27,0.3
2012-07-30,0.3
2012-07-31,0.3
2012-08-01,0.3
2012-08-02,0.3
2012-08-03,0.3
2012-08-06,0.3
2012-08-07,0.3
2012-08-08,0.3
2012-08-09,0.3
2012-08-10,0.3
2012-08-13,0.3
2012-08-14,0.3
2012-08-15,0.3
2012-08-16,0.3
2012-08-17,0.3
2012-08-20,0.3
2012-08-21,0.3
2012-08-22,0.3
2012-08-23,0.3
2012-08-24,0.3
2012-08-27,0.3
2012-08-28,0.3
2012-08-29,0.3
2012-08-30,0.3
2012-08-31,0.3
2012-09-04,0.3
2012-09-05,0.3
2012-09-06,0.3
2012-09-07,0.3
2012-09-10,0.3
2012-09-11,0.3
2012-09-12,0.3
2012-09-13,0.3
2012-09-14,0.3
2012-09-17,0.3
2012-09-18,0.3
2012-09-19,0.3
2012-09-20,0.3
2012-09-21,0.3
2012-09-24,0.3
2012-09-25,0.3
2012-09-26,0.3
2012-09-27,0.3
2012-09-28,0.3
2012-10-01,0.3
2012-10-02,0.3
2012-10-03,0.3
2012-10-04,0.3
2012-10-05,0.3
2012-10-08,0.3
2012-10-09,0.3
2012-10-10,0.3
2012-10-11,0.3
2012-10-12,0.3
2012-10-15,0.3
2012-10-16,0.3
2012-10-17,0.3
2012-10-18,0.3
2012-10-19,0.3095884234335897
2012-10-22,0.3
2012-10-23,0.4289649206601963
2012-10-24,0.39869088571021194
2012-10-25,0.38700707161093445
2012-10-26,0.3680597424835849
2012-10-31,0.4223093423278985
2012-11-01,0.3
2012-11-02,0.35911094592315157
2012-11-05,0.4188934892143138
2012-11-06,0.3624710218325801
2012-11-07,0.47099641858891206
2012-11-08,0.43152831114509677
2012-11-09,0.44234352767344487
2012-11-12,0.3031869458858577
2012-11-13,0.30225745170205665
2012-11-14,0.40073045994740053
2012-11-15,0.4087134364236977
2012-11-16,0.3
2012-11-19,0.3
2012-11-20,0.3
2012-11-21,0.3
2012-11-23,0.3
2012-11-26,0.3
2012-11-27,0.3
2012-11-28,0.3
2012-11-29,0.3
2012-11-30,0.3
2012-12-03,0.3173319883121934
2012-12-04,0.36831905533880016
2012-12-05,0.3017159939533103
2012-12-06,0.31577403565178663
2012-12-07,0.3
2012-12-10,0.3
2012-12-11,0.3
2012-12-12,0.3
2012-12-13,0.3210937464069694
2012-12-14,0.3754300066206423
2012-12-17,0.3
2012-12-18,0.3
2012-12-19,0.42829213985597864
2012-12-20,0.47012954481035496
2012-12-21,0.49427830133047973
2012-12-24,0.4960800416390077
2012-12-26,0.7072860239162622
2012-12-27,0.7069893610194204
2012-12-28,1.1228159194294056
2012-12-31,0.5232529555802798
2013-01-02,0.3
2013-01-03,0.3
2013-01-04,0.3
2013-01-07,0.3
2013-01-08,0.3
2013-01-09,0.3
2013-01-10,0.3
2013-01-11,0.3
2013-01-14,0.3
2013-01-15,0.3
2013-01-16,0.3
2013-01-17,0.3
2013-01-18,0.3
2013-01-22,0.3
2013-01-23,0.3
2013-01-24,0.3
2013-01-25,0.3
2013-01-28,0.3
2013-01-29,0.3
2013-01-30,0.3
2013-01-31,0.3
2013-02-01,0.3
2013-02-04,0.3
2013-02-05,0.3
2013-02-06,0.3
2013-02-07,0.3
2013-02-08,0.3
2013-02-11,0.3
2013-02-12,0.3
2013-02-13,0.3
2013-02-14,0.3
2013-02-15,0.3
2013-02-19,0.3
2013-02-20,0.3
2013-02-21,0.3
2013-02-22,0.3
2013-02-25,0.7458538660941461
2013-02-26,0.49135498052564497
2013-02-27,0.3
2013-02-28,0.33084207289391265
2013-03-01,0.314161649361564
2013-03-04,0.3
2013-03-05,0.3
2013-03-06,0.3
2013-03-07,0.3
2013-03-08,0.3
2013-03-11,0.3
2013-03-12,0.3
2013-03-13,0.3
2013-03-14,0.3
2013-03-15,0.3
2013-03-18,0.3
2013-03-19,0.3
2013-03-20,0.3
2013-03-21,0.3
2013-03-22,0.3
2013-03-25,0.3
2013-03-26,0.3
2013-03-27,0.3
2013-03-28,0.3
2013-04-01,0.3
2013-04-02,0.3
2013-04-03,0.3
2013-04-04,0.3
2013-04-05,0.3
2013-04-08,0.3
2013-04-09,0.3
2013-04-10,0.3
2013-04-11,0.3
2013-04-12,0.3
2013-04-15,0.5856520840728807
2013-04-16,0.3
2013-04-17,0.5041523235488974
2013-04-18,0.6217627777854229
2013-04-19,0.3353151370499683
2013-04-22,0.3
2013-04-23,0.3
2013-04-24,0.3
2013-04-25,0.3
2013-04-26,0.3
2013-04-29,0.3
2013-04-30,0.3
2013-05-01,0.3
2013-05-02,0.3
2013-05-03,0.3
2013-05-06,0.3
2013-05-07,0.3
2013-05-08,0.3
2013-05-09,0.3
2013-05-10,0.3
2013-05-13,0.3
2013-05-14,0.3
2013-05-15,0.3
2013-05-16,0.3
2013-05-17,0.3
2013-05-20,0.3
2013-05-21,0.3
2013-05-22,0.3
2013-05-23,0.3
2013-05-24,0.3
2013-05-28,0.3426624477776624
2013-05-29,0.38616234492031054
2013-05-30,0.3526255612776864
2013-05-31,0.567612208469091
2013-06-03,0.5702719900703516
2013-06-04,0.5742641012398675
2013-06-05,0.7412951337069241
2013-06-06,0.6378419112762514
2013-06-07,0.44113798248867603
2013-06-10,0.4860404220439967
2013-06-11,0.7199695966314124
2013-06-12,0.9410400784106285
2013-06-13,0.6361268655702322
2013-06-14,0.751594751793807
2013-06-17,0.7102975040194096
2013-06-18,0.6871851097825559
2013-06-19,0.6973524061892958
2013-06-20,1.3001088009348454
2013-06-21,1.0488444940244888
2013-06-24,1.231083088356839
2013-06-25,0.9791835418961292
2013-06-26,0.7828828951293583
2013-06-27,0.7324916856295772
2013-06-28,0.7360627353984036
2013-07-01,0.6609089457704782
2013-07-02,0.6757084899311274
2013-07-03,0.6374926869271313
2013-07-05,0.42594242298815604
2013-07-08,0.40921612890813136
2013-07-09,0.34103525590420103
2013-07-10,0.3199286074305253
2013-07-11,0.3
2013-07-12,0.3
2013-07-15,0.3
2013-07-16,0.363226056185032
2013-07-17,0.3
2013-07-18,0.3
2013-07-19,0.3
2013-07-22,0.3
2013-07-23,0.3
2013-07-24,0.3
2013-07-25,0.3
2013-07-26,0.3
2013-07-29,0.3
2013-07-30,0.3
2013-07-31,0.3
2013-08-01,0.3
2013-08-02,0.3
2013-08-05,0.3
2013-08-06,0.3
2013-08-07,0.3
2013-08-08,0.3
2013-08-09,0.3
2013-08-12,0.3
2013-08-13,0.3
2013-08-14,0.3
2013-08-15,0.47015071765349975
2013-08-16,0.41025277674789623
2013-08-19,0.5320561216716864
2013-08-20,0.499860543491146
2013-08-21,0.6706367874134826
2013-08-22,0.47259269276674826
2013-08-23,0.3427229216524207
2013-08-26,0.5118776312678873
2013-08-27,0.8089547272637543
2013-08-28,0.7609557367170281
2013-08-29,0.8138548350202482
2013-08-30,0.8465594404592828
2013-09-03,0.7804075546849191
2013-09-04,0.6604905886974053
2013-09-05,0.6436145089237503
2013-09-06,0.659162204565972
2013-09-09,0.6239339844866912
2013-09-10,0.4383373918436141
2013-09-11,0.3185234683877417
2013-09-12,0.3993599702174828
2013-09-13,0.37872926342861457
2013-09-16,0.41697473209713726
2013-09-17,0.4420857704114384
2013-09-18,0.3
2013-09-19,0.3
2013-09-20,0.3
2013-09-23,0.40705348057406743
2013-09-24,0.3681349364745937
2013-09-25,0.35626854388516477
2013-09-26,0.3647975565520556
2013-09-27,0.6016148776786908
2013-09-30,0.794724603735965
2013-10-01,0.6148378145979486
2013-10-02,0.7932597922489133
2013-10-03,0.9717972985164708
2013-10-04,0.8139548950075032
2013-10-07,1.252884245693116
2013-10-08,1.3910038657742936
2013-10-09,1.2582347440050823
2013-10-10,0.7500827924458219
2013-10-11,0.6272277943436958
2013-10-14,0.6842665280082443
2013-10-15,1.0992916871530976
2013-10-16,0.46246493703939795
2013-10-17,0.3
2013-10-18,0.3
2013-10-21,0.3
2013-10-22,0.3
2013-10-23,0.3
2013-10-24,0.3
2013-10-25,0.3
2013-10-28,0.3
2013-10-29,0.3
2013-10-30,0.310504095320004
2013-10-31,0.32894087673746464
2013-11-01,0.3
2013-11-04,0.3
2013-11-05,0.3
2013-11-06,0.3
2013-11-07,0.36799458678475383
2013-11-08,0.3
2013-11-11,0.3
2013-11-12,0.3
2013-11-13,0.3
2013-11-14,0.3
2013-11-15,0.3
2013-11-18,0.3
2013-11-19,0.3010818053357838
2013-11-20,0.3040435677129936
2013-11-21,0.3
2013-11-22,0.3
2013-11-25,0.3
2013-11-26,0.3
2013-11-27,0.3
2013-11-29,0.36661497494026163
2013-12-02,0.457855963948298
2013-12-03,0.5138001162142177
2013-12-04,0.5411988383126063
2013-12-05,0.6074555235628978
2013-12-06,0.38764720459861646
2013-12-09,0.3375702225186652
2013-12-10,0.41123041411825634
2013-12-11,0.6716582827861923
2013-12-12,0.6927394094579724
2013-12-13,0.731583436872769
2013-12-16,0.7795049175923878
2013-12-17,0.8108407690560747
2013-12-18,0.39461568555666793
2013-12-19,0.45727045759472396
2013-12-20,0.39669014098753064
2013-12-23,0.3
2013-12-24,0.3
2013-12-26,0.3
2013-12-27,0.3
2013-12-30,0.36954378893094664
2013-12-31,0.4022678959414264
2014-01-02,0.5003192666122604
2014-01-03,0.4108760454353649
2014-01-06,0.3708785518007389
2014-01-07,0.3
2014-01-08,0.3
2014-01-09,0.3
2014-01-10,0.3
2014-01-13,0.3231580751451306
2014-01-14,0.3
2014-01-15,0.3
2014-01-16,0.3
2014-01-17,0.3
2014-01-21,0.3
2014-01-22,0.3
2014-01-23,0.4186356259384789
2014-01-24,1.2375637419612022
2014-01-27,1.0955345632130833
2014-01-28,0.7902884196002546
2014-01-29,1.0739458743302386
2014-01-30,1.057454806623363
2014-01-31,1.253681846849453
2014-02-03,1.5
2014-02-04,1.337123208654487
2014-02-05,1.4639626673898516
2014-02-06,0.9897671264479257
2014-02-07,0.6548274835254798
2014-02-10,0.6482276759109467
2014-02-11,0.5180861802400846
2014-02-12,0.480733150348667
2014-02-13,0.45227204617735106
2014-02-14,0.3529746636548108
2014-02-18,0.40372427733760363
2014-02-19,0.6843976765710519
2014-02-20,0.5610296111389098
2014-02-21,0.542313813628486
2014-02-24,0.4641095232591934
2014-02-25,0.3690637821485517
2014-02-26,0.4902169559744955
2014-02-27,0.4360715588835036
2014-02-28,0.43003691506787894
2014-03-03,0.7819805242337098
2014-03-04,0.44720510311734035
2014-03-05,0.40989342752746555
2014-03-06,0.4657967362477352
2014-03-07,0.4473816824924489
2014-03-10,0.4620670161771726
2014-03-11,0.5661676402428485
2014-03-12,0.506027382790215
2014-03-13,0.815199010550173
2014-03-14,1.095669773458832
2014-03-17,0.7049078963834217
2014-03-18,0.503359403607736
2014-03-19,0.6104284902155168
2014-03-20,0.5015258139762713
2014-03-21,0.5870470787863251
2014-03-24,0.6021675450164665
2014-03-25,0.4096387854027259
2014-03-26,0.5718073537073897
2014-03-27,0.5149511210853407
2014-03-28,0.47582316297826655
2014-03-31,0.37984141240842706
2014-04-01,0.3
2014-04-02,0.3
2014-04-03,0.3
2014-04-04,0.39532820473253066
2014-04-07,0.6842823392340222
2014-04-08,0.5601295987575278
2014-04-09,0.3652191487017782
2014-04-10,0.7384435513283383
2014-04-11,0.942126144991789
2014-04-14,0.7765399995438821
2014-04-15,0.6841348071686965
2014-04-16,0.42509096518095174
2014-04-17,0.3
2014-04-21,0.3
2014-04-22,0.3
2014-04-23,0.3
2014-04-24,0.3
2014-04-25,0.4081930091912561
2014-04-28,0.3914275713411952
2014-04-29,0.34383809639869206
2014-04-30,0.3
2014-05-01,0.3
2014-05-02,0.3
2014-05-05,0.3
2014-05-06,0.36058733259313225
2014-05-07,0.3
2014-05-08,0.3
2014-05-09,0.3
2014-05-12,0.3
2014-05-13,0.3
2014-05-14,0.3
2014-05-15,0.3
2014-05-16,0.3
2014-05-19,0.3
2014-05-20,0.3
2014-05-21,0.3
2014-05-22,0.3
2014-05-23,0.3
2014-05-27,0.3
2014-05-28,0.3
2014-05-29,0.3
2014-05-30,0.3
2014-06-02,0.3
2014-06-03,0.3
2014-06-04,0.3
2014-06-05,0.3
2014-06-06,0.3
2014-06-09,0.3
2014-06-10,0.3
2014-06-11,0.3
2014-06-12,0.3
2014-06-13,0.3
2014-06-16,0.3
2014-06-17,0.3
2014-06-18,0.3
2014-06-19,0.3
2014-06-20,0.3
2014-06-23,0.3
2014-06-24,0.3
2014-06-25,0.3
2014-06-26,0.3
2014-06-27,0.3
2014-06-30,0.3
2014-07-01,0.3
2014-07-02,0.3
2014-07-03,0.3
2014-07-07,0.3
2014-07-08,0.3
2014-07-09,0.3
2014-07-10,0.3
2014-07-11,0.3
2014-07-14,0.3
2014-07-15,0.3
2014-07-16,0.3
2014-07-17,0.6186666507246853
2014-07-18,0.3
2014-07-21,0.3121146336516222
2014-07-22,0.3
2014-07-23,0.3
2014-07-24,0.3
2014-07-25,0.3
2014-07-28,0.3
2014-07-29,0.39830831260158306
2014-07-30,0.40719323102520116
2014-07-31,1.0418744614827213
2014-08-01,1.050330478923195
2014-08-04,0.7141707488103417
2014-08-05,1.0159911789376959
2014-08-06,0.9250253318863091
2014-08-07,0.9713738384176359
2014-08-08,0.8143601596006117
2014-08-11,0.546533690176101
2014-08-12,0.5282873781613816
